0.1 -0.104263 0.104262
0.2 -0.300206 0.300206
0.3 -0.490303 0.490305
0.4 -0.648837 0.648837
0.5 -0.722142 0.722142
0.6 -0.710063 0.710062
0.7 -0.653646 0.653646
0.8 -0.598466 0.598466
0.9 -0.564531 0.564531
1.0 -0.512837 0.512837
1.1 -0.422472 0.422472
1.2 -0.309066 0.309066
1.3 -0.204655 0.204655
1.4 -0.136474 0.136474
1.5 -0.101536 0.101536
1.6 -0.0772759 0.0772759
1.7 -0.0602085 0.0602082
1.8 -0.0484628 0.0484628
1.9 -0.0400036 0.0400036
2.0 -0.0334981 0.0334981
2.1 -0.0282865 0.0282865
2.2 -0.0240267 0.0240267
2.3 -0.0205107 0.0205107
2.4 -0.01759 0.01759
2.5 -0.0151522 0.0151522
2.6 -0.0131091 0.0131091
2.7 -0.0113882 0.0113888
2.8 -0.00993394 0.00993392
2.9 -0.00870006 0.00869961
3.0 -0.00764791 0.00764788
