0.1 -0.175095 -0.175095
0.2 -0.331702 -0.331702
0.3 -0.451389 -0.451389
0.4 -0.525464 -0.525464
0.5 -0.55727 -0.55727
0.6 -0.557794 -0.557794
0.7 -0.539228 -0.539228
0.8 -0.511102 -0.511102
0.9 -0.479523 -0.479523
1.0 -0.447906 -0.447906
1.1 -0.417938 -0.417938
1.2 -0.390319 -0.390319
1.3 -0.365225 -0.365225
1.4 -0.342578 -0.342578
1.5 -0.322186 -0.322186
1.6 -0.303821 -0.303821
1.7 -0.287255 -0.287255
1.8 -0.272274 -0.272274
1.9 -0.258687 -0.258687
2.0 -0.246326 -0.246326
2.1 -0.235043 -0.235043
2.2 -0.224712 -0.224712
2.3 -0.215224 -0.215224
2.4 -0.206484 -0.206484
2.5 -0.19841 -0.19841
2.6 -0.190931 -0.190931
2.7 -0.183986 -0.183986
2.8 -0.177521 -0.177521
2.9 -0.171488 -0.171488
3.0 -0.165847 -0.165847
