0 / 1000 (0)        
0 / 1000 (0)        
1 / 1000 (0.0454545)        
2 / 1000 (0.0588235)        
3 / 1000 (0.0681818)        
4 / 1000 (0.0769231)        
5 / 1000 (0.0862069)        
6 / 1000 (0.0967742)        
7 / 1000 (0.109375)        
8 / 1000 (0.125)        
9 / 1000 (0.102273)        
10 / 1000 (0.1)        
11 / 1000 (0.0916667)        
12 / 1000 (0.0923077)        
13 / 1000 (0.0890411)        
14 / 1000 (0.0909091)        
15 / 1000 (0.0903614)        
16 / 1000 (0.0930233)        
17 / 1000 (0.0944444)        
18 / 1000 (0.0978261)        
19 / 1000 (0.101064)        
20 / 1000 (0.105263)        
21 / 1000 (0.110526)        
22 / 1000 (0.115789)        
23 / 1000 (0.109524)        
24 / 1000 (0.109091)        
25 / 1000 (0.105932)        
26 / 1000 (0.106557)        
27 / 1000 (0.105469)        
28 / 1000 (0.10687)        
29 / 1000 (0.107407)        
30 / 1000 (0.109489)        
31 / 1000 (0.111511)        
32 / 1000 (0.114286)        
33 / 1000 (0.117857)        
34 / 1000 (0.121429)        
35 / 1000 (0.118243)        
36 / 1000 (0.118421)        
37 / 1000 (0.117089)        
38 / 1000 (0.118012)        
39 / 1000 (0.118182)        
40 / 1000 (0.11976)        
41 / 1000 (0.121302)        
42 / 1000 (0.123894)        
43 / 1000 (0.126471)        
44 / 1000 (0.129412)        
45 / 1000 (0.127841)        
46 / 1000 (0.128492)        
47 / 1000 (0.128415)        
48 / 1000 (0.12973)        
49 / 1000 (0.131016)        
50 / 1000 (0.133333)        
51 / 1000 (0.135638)        
52 / 1000 (0.138298)        
53 / 1000 (0.138021)        
54 / 1000 (0.139175)        
55 / 1000 (0.140306)        
56 / 1000 (0.142132)        
57 / 1000 (0.14467)        
58 / 1000 (0.147208)        
59 / 1000 (0.148241)        
60 / 1000 (0.15)        
61 / 1000 (0.1525)        
62 / 1000 (0.155)        
63 / 1000 (0.1575)        
64 / 1000 (0.16)        
65 / 1000 (0.150812)        
66 / 1000 (0.146018)        
67 / 1000 (0.139875)        
68 / 1000 (0.137097)        
69 / 1000 (0.132948)        
70 / 1000 (0.131332)        
71 / 1000 (0.128623)        
72 / 1000 (0.127886)        
73 / 1000 (0.126298)        
74 / 1000 (0.12628)        
75 / 1000 (0.126904)        
76 / 1000 (0.126246)        
77 / 1000 (0.124595)        
78 / 1000 (0.123613)        
79 / 1000 (0.123053)        
80 / 1000 (0.122888)        
81 / 1000 (0.1231)        
82 / 1000 (0.12368)        
83 / 1000 (0.124066)        
84 / 1000 (0.124629)        
85 / 1000 (0.125369)        
86 / 1000 (0.126285)        
87 / 1000 (0.127379)        
88 / 1000 (0.128655)        
89 / 1000 (0.128986)        
90 / 1000 (0.129496)        
91 / 1000 (0.130186)        
92 / 1000 (0.131054)        
93 / 1000 (0.132102)        
94 / 1000 (0.133333)        
95 / 1000 (0.133615)        
96 / 1000 (0.134078)        
97 / 1000 (0.134722)        
98 / 1000 (0.135546)        
99 / 1000 (0.136552)        
100 / 1000 (0.137741)        
101 / 1000 (0.134487)        
102 / 1000 (0.132986)        
103 / 1000 (0.130711)        
104 / 1000 (0.129838)        
105 / 1000 (0.128362)        
106 / 1000 (0.128019)        
107 / 1000 (0.127229)        
108 / 1000 (0.127358)        
109 / 1000 (0.127934)        
110 / 1000 (0.127758)        
111 / 1000 (0.127148)        
112 / 1000 (0.12684)        
113 / 1000 (0.126824)        
114 / 1000 (0.12709)        
115 / 1000 (0.127636)        
116 / 1000 (0.128177)        
117 / 1000 (0.128855)        
118 / 1000 (0.12967)        
119 / 1000 (0.130626)        
120 / 1000 (0.131723)        
121 / 1000 (0.132096)        
122 / 1000 (0.132609)        
123 / 1000 (0.133261)        
124 / 1000 (0.134054)        
125 / 1000 (0.134989)        
126 / 1000 (0.135484)        
127 / 1000 (0.13612)        
128 / 1000 (0.136898)        
129 / 1000 (0.137821)        
130 / 1000 (0.138889)        
131 / 1000 (0.137173)        
132 / 1000 (0.136505)        
133 / 1000 (0.135438)        
134 / 1000 (0.135217)        
135 / 1000 (0.134731)        
136 / 1000 (0.134921)        
137 / 1000 (0.135509)        
138 / 1000 (0.13556)        
139 / 1000 (0.135346)        
140 / 1000 (0.135397)        
141 / 1000 (0.135707)        
142 / 1000 (0.136276)        
143 / 1000 (0.136842)        
144 / 1000 (0.137536)        
145 / 1000 (0.138359)        
146 / 1000 (0.139313)        
147 / 1000 (0.139734)        
148 / 1000 (0.140284)        
149 / 1000 (0.140965)        
150 / 1000 (0.141777)        
151 / 1000 (0.142319)        
152 / 1000 (0.142992)        
153 / 1000 (0.143797)        
154 / 1000 (0.144737)        
155 / 1000 (0.143918)        
156 / 1000 (0.143779)        
157 / 1000 (0.14351)        
158 / 1000 (0.143767)        
159 / 1000 (0.144414)        
160 / 1000 (0.144665)        
161 / 1000 (0.144784)        
162 / 1000 (0.145161)        
163 / 1000 (0.145796)        
164 / 1000 (0.146429)        
165 / 1000 (0.14719)        
166 / 1000 (0.148082)        
167 / 1000 (0.148577)        
168 / 1000 (0.149201)        
169 / 1000 (0.149956)        
170 / 1000 (0.150576)        
171 / 1000 (0.151327)        
172 / 1000 (0.152212)        
173 / 1000 (0.152155)        
174 / 1000 (0.152498)        
175 / 1000 (0.15324)        
176 / 1000 (0.153712)        
177 / 1000 (0.154181)        
178 / 1000 (0.154917)        
179 / 1000 (0.155652)        
180 / 1000 (0.156522)        
181 / 1000 (0.157118)        
182 / 1000 (0.157849)        
183 / 1000 (0.158579)        
184 / 1000 (0.159445)        
185 / 1000 (0.160312)        
186 / 1000 (0.161039)        
187 / 1000 (0.161905)        
188 / 1000 (0.162771)        
