0 0 4.23094293578362e-05 0
0 1 1.69344645977444e-19 0
0 2 4.20411510076239e-19 0
0 3 -0.000127711446379654 -0
0 4 -6.24339285350068e-19 -0
0 5 9.5542000582719e-05 0
0 6 -0.000127711446379654 -0
0 7 1.83910460115905e-20 0
0 8 -4.35339715998858e-21 -0
0 9 -0.000213495300174908 -0
0 10 8.25410515375107e-05 0
0 11 -2.96350523295804e-20 -0
0 12 -0.000131793698576671 -0
0 13 6.8870248470548e-20 0
0 14 -2.12698974952971e-20 -0
0 15 0.00084393084295657 0
0 16 -1.72902181913776e-20 -0
0 17 8.25410515375106e-05 0
0 18 -0.000119385474210795 -0
0 19 3.27486814964226e-20 0
0 20 8.25410515375108e-05 0
0 21 -2.49891723916025e-20 -0
0 22 3.67734751538079e-20 0
0 23 -0.000260152693811128 -0
0 24 -0.000127711446379654 -0
0 25 1.54598029221033e-20 0
0 26 -1.96365541075618e-20 -0
0 27 0.000827814708278959 0
0 28 5.77670563578825e-20 0
0 29 -0.000421945305109027 -0
0 30 0.000194864370666898 0
0 31 -4.42719051975809e-20 -0
0 32 2.14668046882654e-20 0
0 33 -0.000131793698576671 -0
0 34 8.25410515375105e-05 0
0 35 -3.06468259816322e-20 -0
0 36 -0.000213495300174908 -0
0 37 1.06437289616225e-20 0
0 38 -4.45911389755697e-20 -0
0 39 0.00084393084295657 0
0 40 9.5542000582718e-05 0
0 41 -1.72501159520136e-20 -0
0 42 1.19812083381809e-20 0
0 43 -0.000421945305109027 -0
0 44 -1.64865929199736e-20 -0
0 45 0.000903759145502065 0
0 46 -0.000421945305109027 -0
0 47 4.69222083964546e-20 0
0 48 -0.000127711446379654 -0
0 49 1.27369390880823e-20 0
0 50 -4.05354502149212e-20 -0
0 51 0.000194864370666898 0
0 52 4.29446425469876e-20 0
0 53 -0.000421945305109027 -0
0 54 0.000827814708278959 0
0 55 -2.76249155129942e-20 -0
0 56 -1.07361821523954e-20 -0
0 57 0.00084393084295657 0
0 58 -0.000260152693811128 -0
0 59 4.54059978044975e-20 0
0 60 0.00084393084295657 0
0 61 -5.40364011002058e-20 -0
0 62 3.88770621039613e-20 0
0 63 -0.0060080837817976 -0
1 0 1.69344645977444e-19 0
