0 0 -0.00240539605445527 0
1 0 0 0
2 0 0 0
3 0 -1.28675752372092e-10 -1.33525032233354e-08
4 0 0 0
5 0 -1.48271777607254e-09 2.21043694334727e-09
6 0 3.31020635598381e-10 -7.75566848156689e-11
7 0 0 0
8 0 0 0
9 0 -1.51918923005599e-07 3.40866516188781e-08
10 0 2.31686427242238e-08 2.24280721669093e-08
11 0 0 0
12 0 -2.78016803455752e-10 -4.25006994127483e-09
13 0 0 0
14 0 0 0
15 0 3.47613579684835e-09 9.69509798684208e-10
16 0 0 0
17 0 2.31686427258424e-08 2.24280721688016e-08
18 0 1.30603913346686e-10 -6.80719152827509e-09
19 0 0 0
20 0 -5.9069834382208e-10 6.74627358886399e-10
21 0 0 0
22 0 0 0
23 0 -3.89754156183479e-10 -5.85808623469421e-10
24 0 -1.28675766005934e-10 -1.33525032181177e-08
25 0 0 0
26 0 0 0
27 0 1.65797252297535e-08 -1.67572861617027e-09
28 0 0 0
29 0 -5.43029754952076e-09 -5.24601983389603e-10
30 0 6.01087897754833e-10 4.58753729092948e-10
31 0 0 0
32 0 0 0
33 0 -2.7801680343627e-10 -4.25006994169157e-09
34 0 -5.90698341491045e-10 6.74627356284313e-10
35 0 0 0
36 0 1.11558445912031e-10 -2.95798893063126e-11
37 0 0 0
38 0 0 0
39 0 2.56012540133339e-11 1.37206853233099e-10
40 0 -1.48271777886436e-09 2.21043694157867e-09
41 0 0 0
42 0 0 0
43 0 -5.43029754950763e-09 -5.24601983364827e-10
44 0 0 0
45 0 1.84952367121972e-09 1.63804282369025e-11
46 0 -2.278166197322e-10 -1.80171444340544e-10
47 0 0 0
48 0 3.31020624431098e-10 -7.75566808176734e-11
49 0 0 0
50 0 0 0
51 0 6.01087897629472e-10 4.58753729313177e-10
52 0 0 0
53 0 -2.27816619867725e-10 -1.80171444210948e-10
54 0 1.32195499122009e-11 4.27237249687996e-11
55 0 0 0
56 0 0 0
57 0 3.47613579692183e-09 9.69509798589764e-10
58 0 -3.8975415605473e-10 -5.85808623616805e-10
59 0 0 0
60 0 2.5601254247115e-11 1.3720685298153e-10
61 0 0 0
62 0 0 0
63 0 -7.62930705668815e-11 5.11895502502602e-13
0 1 0 0
1 1 0.00240543873563753 0
2 1 -5.98660923742042e-09 -6.45136454112025e-09
3 1 0 0
4 1 1.33611913755703e-10 1.04563237629101e-09
5 1 0 0
6 1 0 0
7 1 -7.00849370574054e-09 -1.06020577384566e-08
8 1 -1.58447221610116e-08 5.06372674044749e-19
9 1 0 0
10 1 0 0
11 1 9.87919630478266e-07 -3.65896327551368e-07
12 1 0 0
13 1 -2.22384396574511e-07 6.13679750771684e-08
14 1 2.37286109661502e-08 1.68372896908835e-08
15 1 0 0
16 1 3.09067932517742e-09 2.73619242179402e-09
17 1 0 0
18 1 0 0
19 1 -1.97978632521415e-07 -1.0715987367406e-07
20 1 0 0
21 1 4.1909077356153e-08 3.13658788112707e-08
22 1 -2.45411642613674e-09 -5.82598353179262e-09
23 1 0 0
24 1 0 0
25 1 -2.08945388130996e-06 1.67319098478625e-07
26 1 3.23730766973067e-07 3.05357865915934e-07
27 1 0 0
28 1 -1.74678731686219e-08 -6.16285797296439e-08
29 1 0 0
30 1 0 0
31 1 2.4205449133646e-08 -4.85856870276142e-10
32 1 -2.3373477488754e-10 -4.57949045207912e-10
33 1 0 0
34 1 0 0
35 1 2.65141996849363e-08 4.11231413154718e-08
