1 -1
1 6
1 4
2 -1
2 9
3 38
4 7
4 5
6 7
6 8
7 11
8 9
8 10
9 12
10 12
10 13
11 14
11 16
12 20
13 14
13 18
14 17
15 16
16 17
16 28
17 28
18 19
18 24
18 25
19 20
19 24
20 22
20 46
21 22
21 23
22 23
24 26
24 27
26 28
26 31
27 32
27 34
28 29
29 30
29 31
30 37
30 38
31 32
31 35
32 35
32 41
33 34
34 43
35 36
36 37
36 51
37 39
38 3
38 49
39 40
39 51
39 52
41 43
41 51
42 47
42 48
42 52
43 44
44 46
44 45
45 47
45 50
46 50
47 53
50 53
51 52
53 -2









