0 / 5000 (0)        
0 / 5000 (0)        
1 / 5000 (0.00241546)        
2 / 5000 (0.00472813)        
3 / 5000 (0.00699301)        
4 / 5000 (0.0091954)        
5 / 5000 (0.0112867)        
6 / 5000 (0.013363)        
7 / 5000 (0.0153173)        
8 / 5000 (0.017316)        
9 / 5000 (0.0192719)        
10 / 5000 (0.0212314)        
11 / 5000 (0.0231092)        
12 / 5000 (0.0246914)        
13 / 5000 (0.0263692)        
14 / 5000 (0.0279441)        
15 / 5000 (0.0293542)        
16 / 5000 (0.0307692)        
17 / 5000 (0.0322581)        
18 / 5000 (0.0338346)        
19 / 5000 (0.0353818)        
20 / 5000 (0.0365631)        
21 / 5000 (0.0378378)        
22 / 5000 (0.0392157)        
23 / 5000 (0.0401396)        
24 / 5000 (0.0414508)        
25 / 5000 (0.0425894)        
26 / 5000 (0.0439189)        
27 / 5000 (0.0451505)        
28 / 5000 (0.0462046)        
29 / 5000 (0.0473856)        
30 / 5000 (0.0483871)        
31 / 5000 (0.0493631)        
32 / 5000 (0.0503145)        
33 / 5000 (0.0512422)        
34 / 5000 (0.0523077)        
35 / 5000 (0.0531915)        
36 / 5000 (0.0542169)        
37 / 5000 (0.0552239)        
38 / 5000 (0.0565476)        
39 / 5000 (0.0578635)        
40 / 5000 (0.0584795)        
41 / 5000 (0.0590778)        
42 / 5000 (0.0596591)        
43 / 5000 (0.0605634)        
44 / 5000 (0.0616246)        
45 / 5000 (0.0623269)        
46 / 5000 (0.0630137)        
47 / 5000 (0.0638587)        
48 / 5000 (0.0645161)        
49 / 5000 (0.0651596)        
50 / 5000 (0.065445)        
51 / 5000 (0.0662338)        
52 / 5000 (0.0666667)        
53 / 5000 (0.0672589)        
54 / 5000 (0.0676692)        
55 / 5000 (0.0684932)        
56 / 5000 (0.0693069)        
57 / 5000 (0.0695971)        
58 / 5000 (0.0702179)        
59 / 5000 (0.0705742)        
60 / 5000 (0.0707547)        
61 / 5000 (0.071934)        
62 / 5000 (0.0724299)        
63 / 5000 (0.0730858)        
64 / 5000 (0.0735632)        
65 / 5000 (0.0739477)        
66 / 5000 (0.0747452)        
67 / 5000 (0.0755355)        
68 / 5000 (0.0758929)        
69 / 5000 (0.0767519)        
70 / 5000 (0.0766703)        
71 / 5000 (0.0770901)        
72 / 5000 (0.0775027)        
73 / 5000 (0.0779915)        
74 / 5000 (0.078473)        
75 / 5000 (0.0790306)        
76 / 5000 (0.0795812)        
77 / 5000 (0.0801249)        
78 / 5000 (0.0803296)        
79 / 5000 (0.0806946)        
80 / 5000 (0.0810537)        
81 / 5000 (0.081571)        
82 / 5000 (0.0820821)        
83 / 5000 (0.0820969)        
84 / 5000 (0.083004)        
85 / 5000 (0.0830078)        
86 / 5000 (0.0831721)        
87 / 5000 (0.0833333)        
88 / 5000 (0.0835708)        
89 / 5000 (0.0838041)        
90 / 5000 (0.0841121)        
91 / 5000 (0.0850467)        
92 / 5000 (0.0853432)        
93 / 5000 (0.0853211)        
94 / 5000 (0.0854545)        
95 / 5000 (0.0854317)        
96 / 5000 (0.0857143)        
97 / 5000 (0.0860692)        
98 / 5000 (0.086496)        
99 / 5000 (0.0863121)        
100 / 5000 (0.0862813)        
101 / 5000 (0.0868444)        
102 / 5000 (0.0869565)        
103 / 5000 (0.0867734)        
104 / 5000 (0.0871752)        
105 / 5000 (0.0872818)        
106 / 5000 (0.0876033)        
107 / 5000 (0.0876331)        
108 / 5000 (0.0875912)        
109 / 5000 (0.0882591)        
110 / 5000 (0.0886382)        
111 / 5000 (0.0888)        
112 / 5000 (0.0890302)        
113 / 5000 (0.0893281)        
114 / 5000 (0.0897638)        
115 / 5000 (0.0902669)        
116 / 5000 (0.0904836)        
117 / 5000 (0.0904173)        
118 / 5000 (0.0906298)        
119 / 5000 (0.0909786)        
120 / 5000 (0.0917431)        
121 / 5000 (0.0920852)        
122 / 5000 (0.092145)        
123 / 5000 (0.0924812)        
124 / 5000 (0.092745)        
125 / 5000 (0.0929368)        
126 / 5000 (0.0932642)        
127 / 5000 (0.0935888)        
128 / 5000 (0.0937729)        
129 / 5000 (0.0940919)        
130 / 5000 (0.0939986)        
131 / 5000 (0.0946532)        
132 / 5000 (0.0945559)        
133 / 5000 (0.0945946)        
134 / 5000 (0.0946996)        
135 / 5000 (0.0947368)        
136 / 5000 (0.0954386)        
137 / 5000 (0.0954704)        
138 / 5000 (0.0955017)        
139 / 5000 (0.0955326)        
140 / 5000 (0.0960879)        
141 / 5000 (0.0961145)        
142 / 5000 (0.0967302)        
143 / 5000 (0.0970149)        
144 / 5000 (0.097166)        
145 / 5000 (0.097185)        
146 / 5000 (0.0977897)        
147 / 5000 (0.098262)        
148 / 5000 (0.0983389)        
149 / 5000 (0.0984798)        
150 / 5000 (0.0988794)        
151 / 5000 (0.0990164)        
152 / 5000 (0.0990228)        
153 / 5000 (0.0993506)        
154 / 5000 (0.0993548)        
155 / 5000 (0.099359)        
156 / 5000 (0.0997442)        
157 / 5000 (0.0998728)        
158 / 5000 (0.100063)        
159 / 5000 (0.100442)        
160 / 5000 (0.100439)        
161 / 5000 (0.100814)        
162 / 5000 (0.101187)        
163 / 5000 (0.101558)        
164 / 5000 (0.101548)        
165 / 5000 (0.101915)        
166 / 5000 (0.102028)        
167 / 5000 (0.102643)        
168 / 5000 (0.102878)        
169 / 5000 (0.103491)        
170 / 5000 (0.103722)        
171 / 5000 (0.104205)        
172 / 5000 (0.104432)        
173 / 5000 (0.104658)        
174 / 5000 (0.105009)        
175 / 5000 (0.105232)        
176 / 5000 (0.105452)        
177 / 5000 (0.105798)        
